๏ครั้นว่าไหว้ครูแล้วจับบท	ให้ปรากฏเรื่องราวมาแต่ก่อน
เมื่อคลอดลูกลาวทองน้องช่วยดู	ทั้งฟืนไฟให้อยู่แลผ้าผ่อน
ให้บ่าวมันคั้นส้มต้มน้ำร้อน	เอาผ้าซ้อนเปลลูกผูกเห่ช้า
อันที่จะทำมิ่งสิ่งขวัญ	เรื่องนั้นมอบไว้ให้คุณย่า
ด้วยท่านเป็นผู้ใหญ่ได้เคยมา	ถึงหยูกยาสารพันทั่นเข้าใจ
อนึ่งพี่นึกได้ไปคราวนี้	ท่วงทีจะได้พบท่านผู้ใหญ่
ด้วยเดินทางไม่ห่างสุโขทัย	ไปเชียงใหม่ก็จะผ่านบ้านจอมทอง
จะสั่งเสียอย่างไรไปถึงบ้าง	ฤๅสองนางเจ้าอยากฝากข้าวของ
พี่จะรับไปให้ดังใจปอง	ถ้าได้ช่องคงพบประสบกันฯ
๏ครานั้นลาวทองแก้วกิริยา	ฟังว่าอกใจให้ไหวหวั่น
จะร้องไห้กลัวลางในกลางคัน	อุตส่าห์กลั้นโศกาแล้วว่าไป
พ่ออย่าได้รำพึงถึงตัวน้อง	จะปรองดองผูกสมัครรักใคร่
รับการงานให้ท่านคุณแม่ใช้	จะตั้งใจปฏิบัติเป็นอัตรา
ถ้าขึ้นไปได้พบกับพ่อแม่	จงบอกแต่ว่าลูกเป็นสุขา
แล้วผัวเมียต่างคนสนทนา	ด้วยสนิทเสนหาต่างอาลัยฯ
๏ฝ่ายว่าขุนแผนแสนศักดา	ตื่นขึ้นแต่เวลาปัจจุสมัย
บ้วนปากล้างหน้าแล้วคลาไคล	ชวนลูกออกไปตระเตรียมทัพ
ที่ตำบลวัดใหม่ไชยชุมพล	เป็นมงคลเคยตั้งตามตำรับ
ผู้คนพร้อมพรั่งอยู่คั่งคับ	ขุนแผนกับลูกยาตรวจตราการ
ทองประศรีลาวทองแก้วกิริยา	ก็ตามมาจัดเสบียงเลี้ยงอาหาร
ทั้งบ่าวไพร่พวกพงศ์วงศ์วาร	ตามไปส่งพลุกพล่านทั้งลานวัด
